CODELISTNAME,RANK,CODEDVALUE,TRANSLATED,TYPE,CODELISTDICTIONARY,CODELISTVERSION,ORDERNUMBER,sourcedataset,sourcevariable,sourcevalue,sourcetype
EGSTRESC,87,LEFT ATRIAL ABNORMALITY,LEFT ATRIAL ABNORMALITY,text,SDTM Terminology,10/6/2014,,,,,character
EGSTRESC,88,LEFT BUNDLE BRANCH BLOCK,LEFT BUNDLE BRANCH BLOCK,text,SDTM Terminology,10/6/2014,,,,,character
EGSTRESC,89,LEFT POSTERIOR FASCICULAR BLOCK,LEFT POSTERIOR FASCICULAR BLOCK,text,SDTM Terminology,10/6/2014,,,,,character
EGSTRESC,90,LEFT VENTRICULAR CONDUCTION DELAY,LEFT VENTRICULAR CONDUCTION DELAY,text,SDTM Terminology,10/6/2014,,,,,character
EGSTRESC,91,LEFT VENTRICULAR HYPERTROPHY,LEFT VENTRICULAR HYPERTROPHY,text,SDTM Terminology,10/6/2014,,,,,character
EGSTRESC,92,LEFT VENTRICULAR HYPERTROPHY WITH STRAIN,LEFT VENTRICULAR HYPERTROPHY WITH STRAIN,text,SDTM Terminology,10/6/2014,,,,,character
EGSTRESC,93,LIMB ELECTRODE(S) DISCONNECTED,LIMB ELECTRODE(S) DISCONNECTED,text,SDTM Terminology,10/6/2014,,,,,character
EGSTRESC,94,LIMB ELECTRODES INTERCHANGED,LIMB ELECTRODES INTERCHANGED,text,SDTM Terminology,10/6/2014,,,,,character
EGSTRESC,95,LOW AMPLITUDE SIGNAL,LOW AMPLITUDE SIGNAL,text,SDTM Terminology,10/6/2014,,,,,character
EGSTRESC,96,LOW QRS VOLTAGE,LOW QRS VOLTAGE,text,SDTM Terminology,10/6/2014,,,,,character
EGSTRESC,97,LOW VOLTAGE - LIMB LEADS ONLY,LOW VOLTAGE - LIMB LEADS ONLY,text,SDTM Terminology,10/6/2014,,,,,character
EGSTRESC,98,MULTIFOCAL ATRIAL TACHYCARDIA,MULTIFOCAL ATRIAL TACHYCARDIA,text,SDTM Terminology,10/6/2014,,,,,character
EGSTRESC,99,MUSCLE TREMOR,MUSCLE TREMOR,text,SDTM Terminology,10/6/2014,,,,,character
EGSTRESC,100,MYOCARDIAL INFARCTION,MYOCARDIAL INFARCTION,text,SDTM Terminology,10/6/2014,,,,,character
EGSTRESC,101,NEW ANTERIOR WALL MYOCARDIAL INFARCTION,NEW ANTERIOR WALL MYOCARDIAL INFARCTION,text,SDTM Terminology,10/6/2014,,,,,character
EGSTRESC,102,NEW ANTEROLATERAL WALL MYOCARDIAL INFARCTION,NEW ANTEROLATERAL WALL MYOCARDIAL INFARCTION,text,SDTM Terminology,10/6/2014,,,,,character
EGSTRESC,103,NEW ANTEROSEPTAL WALL MYOCARDIAL INFARCTION,NEW ANTEROSEPTAL WALL MYOCARDIAL INFARCTION,text,SDTM Terminology,10/6/2014,,,,,character
EGSTRESC,104,NEW EXTENSIVE ANTERIOR WALL MYOCARDIAL INFARCTION,NEW EXTENSIVE ANTERIOR WALL MYOCARDIAL INFARCTION,text,SDTM Terminology,10/6/2014,,,,,character
EGSTRESC,105,NEW HIGH LATERAL WALL MYOCARDIAL INFARCTION,NEW HIGH LATERAL WALL MYOCARDIAL INFARCTION,text,SDTM Terminology,10/6/2014,,,,,character
EGSTRESC,106,NEW INFERIOR WALL MYOCARDIAL INFARCTION,NEW INFERIOR WALL MYOCARDIAL INFARCTION,text,SDTM Terminology,10/6/2014,,,,,character
EGSTRESC,107,NEW LATERAL WALL MYOCARDIAL INFARCTION,NEW LATERAL WALL MYOCARDIAL INFARCTION,text,SDTM Terminology,10/6/2014,,,,,character
EGSTRESC,108,NEW MYOCARDIAL INFARCTION,NEW MYOCARDIAL INFARCTION,text,SDTM Terminology,10/6/2014,,,,,character
EGSTRESC,109,NEW POSTERIOR WALL MYOCARDIAL INFARCTION,NEW POSTERIOR WALL MYOCARDIAL INFARCTION,text,SDTM Terminology,10/6/2014,,,,,character
EGSTRESC,110,NEW SEPTAL WALL MYOCARDIAL INFARCTION,NEW SEPTAL WALL MYOCARDIAL INFARCTION,text,SDTM Terminology,10/6/2014,,,,,character
EGSTRESC,111,NO ECG WAVEFORMS PRESENT,NO ECG WAVEFORMS PRESENT,text,SDTM Terminology,10/6/2014,,,,,character
EGSTRESC,112,NON Q WAVE MYOCARDIAL INFARCTION,NON Q WAVE MYOCARDIAL INFARCTION,text,SDTM Terminology,10/6/2014,,,,,character
EGSTRESC,113,NON-DIAGNOSTIC Q WAVES,NON-DIAGNOSTIC Q WAVES,text,SDTM Terminology,10/6/2014,,,,,character
EGSTRESC,114,NON-SPECIFIC ST-T CHANGES,NON-SPECIFIC ST-T CHANGES,text,SDTM Terminology,10/6/2014,,,,,character
EGSTRESC,115,NON-SUSTAINED ATRIAL TACHYCARDIA,NON-SUSTAINED ATRIAL TACHYCARDIA,text,SDTM Terminology,10/6/2014,,,,,character
EGSTRESC,116,NON-SUSTAINED VENTRICULAR TACHYCARDIA,NON-SUSTAINED VENTRICULAR TACHYCARDIA,text,SDTM Terminology,10/6/2014,,,,,character
EGSTRESC,117,NONCONDUCTED P WAVE PHYSIOLOGY NOT DEFINED,NONCONDUCTED P WAVE PHYSIOLOGY NOT DEFINED,text,SDTM Terminology,10/6/2014,,,,,character
EGSTRESC,118,NORMAL SINUS RHYTHM,NORMAL SINUS RHYTHM,text,SDTM Terminology,10/6/2014,,,,,character
EGSTRESC,119,NORTHWEST AXIS,NORTHWEST AXIS,text,SDTM Terminology,10/6/2014,,,,,character
EGSTRESC,120,NOTCHED T WAVES,NOTCHED T WAVES,text,SDTM Terminology,10/6/2014,,,,,character
EGSTRESC,121,OLD OR AGE INDETERMINATE ANTERIOR WALL MYOCARDIAL INFARCTION,OLD OR AGE INDETERMINATE ANTERIOR WALL MYOCARDIAL INFARCTION,text,SDTM Terminology,10/6/2014,,,,,character
EGSTRESC,122,OLD OR AGE INDETERMINATE ANTEROLATERAL WALL MYOCARDIAL INFARCTION,OLD OR AGE INDETERMINATE ANTEROLATERAL WALL MYOCARDIAL INFARCTION,text,SDTM Terminology,10/6/2014,,,,,character
EGSTRESC,123,OLD OR AGE INDETERMINATE ANTEROSEPTAL WALL MYOCARDIAL INFARCTION,OLD OR AGE INDETERMINATE ANTEROSEPTAL WALL MYOCARDIAL INFARCTION,text,SDTM Terminology,10/6/2014,,,,,character
EGSTRESC,124,OLD OR AGE INDETERMINATE EXTENSIVE ANTERIOR WALL MYOCARDIAL INFARCTION,OLD OR AGE INDETERMINATE EXTENSIVE ANTERIOR WALL MYOCARDIAL INFARCTION,text,SDTM Terminology,10/6/2014,,,,,character
EGSTRESC,125,OLD OR AGE INDETERMINATE HIGH LATERAL WALL MYOCARDIAL INFARCTION,OLD OR AGE INDETERMINATE HIGH LATERAL WALL MYOCARDIAL INFARCTION,text,SDTM Terminology,10/6/2014,,,,,character
EGSTRESC,126,OLD OR AGE INDETERMINATE INFERIOR WALL MYOCARDIAL INFARCTION,OLD OR AGE INDETERMINATE INFERIOR WALL MYOCARDIAL INFARCTION,text,SDTM Terminology,10/6/2014,,,,,character
EGSTRESC,127,OLD OR AGE INDETERMINATE LATERAL WALL MYOCARDIAL INFARCTION,OLD OR AGE INDETERMINATE LATERAL WALL MYOCARDIAL INFARCTION,text,SDTM Terminology,10/6/2014,,,,,character
EGSTRESC,128,OLD OR AGE INDETERMINATE POSTERIOR WALL MYOCARDIAL INFARCTION,OLD OR AGE INDETERMINATE POSTERIOR WALL MYOCARDIAL INFARCTION,text,SDTM Terminology,10/6/2014,,,,,character
EGSTRESC,129,OLD OR AGE INDETERMINATE SEPTAL WALL MYOCARDIAL INFARCTION,OLD OR AGE INDETERMINATE SEPTAL WALL MYOCARDIAL INFARCTION,text,SDTM Terminology,10/6/2014,,,,,character
EGSTRESC,130,OLD OR AGE INDETERMINATE WALL MYOCARDIAL INFARCTION,OLD OR AGE INDETERMINATE WALL MYOCARDIAL INFARCTION,text,SDTM Terminology,10/6/2014,,,,,character
EGSTRESC,131,OLD OR AGE UNDETERMINED RIGHT VENTRICULAR MYOCARDIAL INFARCTION,OLD OR AGE UNDETERMINED RIGHT VENTRICULAR MYOCARDIAL INFARCTION,text,SDTM Terminology,10/6/2014,,,,,character
EGSTRESC,132,OTHER INCORRECT ELECTRODE PLACEMENT,OTHER INCORRECT ELECTRODE PLACEMENT,text,SDTM Terminology,10/6/2014,,,,,character
EGSTRESC,133,P WAVE ABNORMALITY,P WAVE ABNORMALITY,text,SDTM Terminology,10/6/2014,,,,,character
EGSTRESC,134,P WAVE NOTCHED,P WAVE NOTCHED,text,SDTM Terminology,10/6/2014,,,,,character
EGSTRESC,135,PACED ATRIAL AND VENTRICULAR RHYTHM,PACED ATRIAL AND VENTRICULAR RHYTHM,text,SDTM Terminology,10/6/2014,,,,,character
EGSTRESC,136,PACED ATRIAL RHYTHM,PACED ATRIAL RHYTHM,text,SDTM Terminology,10/6/2014,,,,,character
EGSTRESC,137,PACED RHYTHM,PACED RHYTHM,text,SDTM Terminology,10/6/2014,,,,,character
EGSTRESC,138,PACED VENTRICULAR RHYTHM,PACED VENTRICULAR RHYTHM,text,SDTM Terminology,10/6/2014,,,,,character
EGSTRESC,139,PAROXYSMAL AV BLOCK,PAROXYSMAL AV BLOCK,text,SDTM Terminology,10/6/2014,,,,,character
EGSTRESC,140,PAROXYSMAL VENTRICULAR TACHYCARDIA,PAROXYSMAL VENTRICULAR TACHYCARDIA,text,SDTM Terminology,10/6/2014,,,,,character
EGSTRESC,141,PAUSE,PAUSE,text,SDTM Terminology,10/6/2014,,,,,character
EGSTRESC,142,PAUSE GREATER THAN 3.0 SECONDS,PAUSE GREATER THAN 3.0 SECONDS,text,SDTM Terminology,10/6/2014,,,,,character
EGSTRESC,143,POOR QUALITY ECG,POOR QUALITY ECG,text,SDTM Terminology,10/6/2014,,,,,character
EGSTRESC,144,POOR R WAVE PROGRESSION,POOR R WAVE PROGRESSION,text,SDTM Terminology,10/6/2014,,,,,character
EGSTRESC,145,POSTERIOR WALL MYOCARDIAL INFARCTION,POSTERIOR WALL MYOCARDIAL INFARCTION,text,SDTM Terminology,10/6/2014,,,,,character
EGSTRESC,146,PR SEGMENT DEPRESSION,PR SEGMENT DEPRESSION,text,SDTM Terminology,10/6/2014,,,,,character
EGSTRESC,147,PRE-EXCITATION,PRE-EXCITATION,text,SDTM Terminology,10/6/2014,,,,,character
EGSTRESC,148,PRECORDIAL ELECTRODE V1 DISCONNECTED,PRECORDIAL ELECTRODE V1 DISCONNECTED,text,SDTM Terminology,10/6/2014,,,,,character
EGSTRESC,149,PRECORDIAL ELECTRODE V2 DISCONNECTED,PRECORDIAL ELECTRODE V2 DISCONNECTED,text,SDTM Terminology,10/6/2014,,,,,character
EGSTRESC,150,PRECORDIAL ELECTRODE V3 DISCONNECTED,PRECORDIAL ELECTRODE V3 DISCONNECTED,text,SDTM Terminology,10/6/2014,,,,,character
EGSTRESC,151,PRECORDIAL ELECTRODE V4 DISCONNECTED,PRECORDIAL ELECTRODE V4 DISCONNECTED,text,SDTM Terminology,10/6/2014,,,,,character
EGSTRESC,152,PRECORDIAL ELECTRODE V5 DISCONNECTED,PRECORDIAL ELECTRODE V5 DISCONNECTED,text,SDTM Terminology,10/6/2014,,,,,character
EGSTRESC,153,PRECORDIAL ELECTRODE V6 DISCONNECTED,PRECORDIAL ELECTRODE V6 DISCONNECTED,text,SDTM Terminology,10/6/2014,,,,,character
EGSTRESC,154,PRECORDIAL ELECTRODE(S) POSITIONED INCORRECTLY,PRECORDIAL ELECTRODE(S) POSITIONED INCORRECTLY,text,SDTM Terminology,10/6/2014,,,,,character
EGSTRESC,155,PRECORDIAL ELECTRODES INTERCHANGED,PRECORDIAL ELECTRODES INTERCHANGED,text,SDTM Terminology,10/6/2014,,,,,character
EGSTRESC,156,PREMATURE ATRIAL COMPLEXES,PREMATURE ATRIAL COMPLEXES,text,SDTM Terminology,10/6/2014,,,,,character
EGSTRESC,157,PREMATURE ATRIAL COMPLEXES BLOCKED,PREMATURE ATRIAL COMPLEXES BLOCKED,text,SDTM Terminology,10/6/2014,,,,,character
EGSTRESC,158,PREMATURE ATRIAL COMPLEXES MULTIFOCAL,PREMATURE ATRIAL COMPLEXES MULTIFOCAL,text,SDTM Terminology,10/6/2014,,,,,character
EGSTRESC,159,PREMATURE ATRIAL COMPLEXES UNIFOCAL,PREMATURE ATRIAL COMPLEXES UNIFOCAL,text,SDTM Terminology,10/6/2014,,,,,character
EGSTRESC,160,PREMATURE VENTRICULAR COMPLEX,PREMATURE VENTRICULAR COMPLEX,text,SDTM Terminology,10/6/2014,,,,,character
EGSTRESC,161,PREMATURE VENTRICULAR COMPLEX INTERPOLATED,PREMATURE VENTRICULAR COMPLEX INTERPOLATED,text,SDTM Terminology,10/6/2014,,,,,character
EGSTRESC,162,PREMATURE VENTRICULAR COMPLEXES MULTIFOCAL,PREMATURE VENTRICULAR COMPLEXES MULTIFOCAL,text,SDTM Terminology,10/6/2014,,,,,character
EGSTRESC,163,PREMATURE VENTRICULAR COMPLEXES UNIFOCAL,PREMATURE VENTRICULAR COMPLEXES UNIFOCAL,text,SDTM Terminology,10/6/2014,,,,,character
EGSTRESC,164,PROLONGED QT,PROLONGED QT,text,SDTM Terminology,10/6/2014,,,,,character
EGSTRESC,165,PROLONGED ST SEGMENT,PROLONGED ST SEGMENT,text,SDTM Terminology,10/6/2014,,,,,character
EGSTRESC,166,"Q AXIS, LEFT AXIS DEVIATION","Q AXIS, LEFT AXIS DEVIATION",text,SDTM Terminology,10/6/2014,,,,,character
EGSTRESC,167,"Q AXIS, RIGHT AXIS DEVIATION","Q AXIS, RIGHT AXIS DEVIATION",text,SDTM Terminology,10/6/2014,,,,,character
EGSTRESC,168,QRS COMPLEX ABNORMALITY,QRS COMPLEX ABNORMALITY,text,SDTM Terminology,10/6/2014,,,,,character
EGSTRESC,169,QTC PROLONGATION,QTC PROLONGATION,text,SDTM Terminology,10/6/2014,,,,,character
EGSTRESC,170,QTCB PROLONGATION,QTCB PROLONGATION,text,SDTM Terminology,10/6/2014,,,,,character
EGSTRESC,171,QTCF PROLONGATION,QTCF PROLONGATION,text,SDTM Terminology,10/6/2014,,,,,character
EGSTRESC,172,QUALITY PROBLEM NOT OTHERWISE SPECIFIED,QUALITY PROBLEM NOT OTHERWISE SPECIFIED,text,SDTM Terminology,10/6/2014,,,,,character
EGSTRESC,173,R ON T PHENOMENON,R ON T PHENOMENON,text,SDTM Terminology,10/6/2014,,,,,character
EGSTRESC,174,R WAVE NOTCHED,R WAVE NOTCHED,text,SDTM Terminology,10/6/2014,,,,,character
EGSTRESC,175,REPOLARIZATION ABNORMALITY,REPOLARIZATION ABNORMALITY,text,SDTM Terminology,10/6/2014,,,,,character
EGSTRESC,176,REPOLARIZATION ABNORMALITY SECONDARY TO VENTRICULAR HYPERTROPHY,REPOLARIZATION ABNORMALITY SECONDARY TO VENTRICULAR HYPERTROPHY,text,SDTM Terminology,10/6/2014,,,,,character
EGSTRESC,177,RIGHT ATRIAL ABNORMALITY,RIGHT ATRIAL ABNORMALITY,text,SDTM Terminology,10/6/2014,,,,,character
EGSTRESC,178,RIGHT BUNDLE BRANCH BLOCK,RIGHT BUNDLE BRANCH BLOCK,text,SDTM Terminology,10/6/2014,,,,,character
EGSTRESC,179,RIGHT VENTRICULAR CONDUCTION DELAY,RIGHT VENTRICULAR CONDUCTION DELAY,text,SDTM Terminology,10/6/2014,,,,,character
EGSTRESC,180,RIGHT VENTRICULAR HYPERTROPHY,RIGHT VENTRICULAR HYPERTROPHY,text,SDTM Terminology,10/6/2014,,,,,character
EGSTRESC,181,RSR PRIME,RSR PRIME,text,SDTM Terminology,10/6/2014,,,,,character
EGSTRESC,182,SEPTAL MYOCARDIAL INFARCTION,SEPTAL MYOCARDIAL INFARCTION,text,SDTM Terminology,10/6/2014,,,,,character
EGSTRESC,183,SHORT PR INTERVAL,SHORT PR INTERVAL,text,SDTM Terminology,10/6/2014,,,,,character
EGSTRESC,184,SHORT QTC INTERVAL,SHORT QTC INTERVAL,text,SDTM Terminology,10/6/2014,,,,,character
EGSTRESC,185,SHORT QTCB,SHORT QTCB,text,SDTM Terminology,10/6/2014,,,,,character
EGSTRESC,186,SHORT QTCF,SHORT QTCF,text,SDTM Terminology,10/6/2014,,,,,character
EGSTRESC,187,SHORT ST SEGMENT,SHORT ST SEGMENT,text,SDTM Terminology,10/6/2014,,,,,character
EGSTRESC,188,SINOATRIAL EXIT BLOCK,SINOATRIAL EXIT BLOCK,text,SDTM Terminology,10/6/2014,,,,,character
EGSTRESC,189,SINUS ARREST/PAUSE,SINUS ARREST/PAUSE,text,SDTM Terminology,10/6/2014,,,,,character
EGSTRESC,190,SINUS ARRHYTHMIA,SINUS ARRHYTHMIA,text,SDTM Terminology,10/6/2014,,,,,character
EGSTRESC,191,SINUS BRADYCARDIA,SINUS BRADYCARDIA,text,SDTM Terminology,10/6/2014,,,,,character
EGSTRESC,192,SINUS RHYTHM,SINUS RHYTHM,text,SDTM Terminology,10/6/2014,,,,,character
EGSTRESC,193,SINUS TACHYCARDIA,SINUS TACHYCARDIA,text,SDTM Terminology,10/6/2014,,,,,character
EGSTRESC,194,ST DEPRESSION,ST DEPRESSION,text,SDTM Terminology,10/6/2014,,,,,character
EGSTRESC,195,ST ELEVATION,ST ELEVATION,text,SDTM Terminology,10/6/2014,,,,,character
EGSTRESC,196,ST ELEVATION PERICARDITIS,ST ELEVATION PERICARDITIS,text,SDTM Terminology,10/6/2014,,,,,character
EGSTRESC,197,SUPRAVENTRICULAR COUPLET,SUPRAVENTRICULAR COUPLET,text,SDTM Terminology,10/6/2014,,,,,character
EGSTRESC,198,SUPRAVENTRICULAR ESCAPE BEAT,SUPRAVENTRICULAR ESCAPE BEAT,text,SDTM Terminology,10/6/2014,,,,,character
EGSTRESC,199,"SUPRAVENTRICULAR PREMATURE COMPLEX, ORIGIN UNKNOWN","SUPRAVENTRICULAR PREMATURE COMPLEX, ORIGIN UNKNOWN",text,SDTM Terminology,10/6/2014,,,,,character
EGSTRESC,200,SUPRAVENTRICULAR TACHYCARDIA,SUPRAVENTRICULAR TACHYCARDIA,text,SDTM Terminology,10/6/2014,,,,,character
EGSTRESC,201,"SUSPECT LIMB ELECTRODES REVERSED, INTERPRETATION ASSUMES NO REVERSAL","SUSPECT LIMB ELECTRODES REVERSED, INTERPRETATION ASSUMES NO REVERSAL",text,SDTM Terminology,10/6/2014,,,,,character
EGSTRESC,202,"SUSPECT LIMB ELECTRODES REVERSED, INTERPRETATION ASSUMES REVERSAL","SUSPECT LIMB ELECTRODES REVERSED, INTERPRETATION ASSUMES REVERSAL",text,SDTM Terminology,10/6/2014,,,,,character
EGSTRESC,203,SUSTAINED VENTRICULAR TACHYCARDIA,SUSTAINED VENTRICULAR TACHYCARDIA,text,SDTM Terminology,10/6/2014,,,,,character
EGSTRESC,204,T WAVE ALTERNANS,T WAVE ALTERNANS,text,SDTM Terminology,10/6/2014,,,,,character
EGSTRESC,205,T WAVE INVERSION,T WAVE INVERSION,text,SDTM Terminology,10/6/2014,,,,,character
EGSTRESC,206,T WAVE PEAKED,T WAVE PEAKED,text,SDTM Terminology,10/6/2014,,,,,character
EGSTRESC,207,T WAVES BIPHASIC,T WAVES BIPHASIC,text,SDTM Terminology,10/6/2014,,,,,character
EGSTRESC,208,T WAVES FLAT,T WAVES FLAT,text,SDTM Terminology,10/6/2014,,,,,character
EGSTRESC,209,TACHYCARDIA,TACHYCARDIA,text,SDTM Terminology,10/6/2014,,,,,character
EGSTRESC,210,TORSADES DE POINTES,TORSADES DE POINTES,text,SDTM Terminology,10/6/2014,,,,,character
EGSTRESC,211,U WAVE ABNORMALITY,U WAVE ABNORMALITY,text,SDTM Terminology,10/6/2014,,,,,character
EGSTRESC,212,UNABLE TO DIGITIZE ECG LEADS,UNABLE TO DIGITIZE ECG LEADS,text,SDTM Terminology,10/6/2014,,,,,character
EGSTRESC,213,UNDETERMINED RHYTHM,UNDETERMINED RHYTHM,text,SDTM Terminology,10/6/2014,,,,,character
EGSTRESC,214,UNDETERMINED SUPRAVENTRICULAR RHYTHM,UNDETERMINED SUPRAVENTRICULAR RHYTHM,text,SDTM Terminology,10/6/2014,,,,,character
EGSTRESC,215,VENTRICULAR BIGEMINY,VENTRICULAR BIGEMINY,text,SDTM Terminology,10/6/2014,,,,,character
EGSTRESC,216,VENTRICULAR COUPLET,VENTRICULAR COUPLET,text,SDTM Terminology,10/6/2014,,,,,character
EGSTRESC,217,VENTRICULAR ESCAPE BEAT,VENTRICULAR ESCAPE BEAT,text,SDTM Terminology,10/6/2014,,,,,character
EGSTRESC,218,VENTRICULAR FIBRILLATION,VENTRICULAR FIBRILLATION,text,SDTM Terminology,10/6/2014,,,,,character
EGSTRESC,219,VENTRICULAR FLUTTER,VENTRICULAR FLUTTER,text,SDTM Terminology,10/6/2014,,,,,character
EGSTRESC,220,VENTRICULAR PARASYSTOLE,VENTRICULAR PARASYSTOLE,text,SDTM Terminology,10/6/2014,,,,,character
EGSTRESC,221,VENTRICULAR TACHYCARDIA,VENTRICULAR TACHYCARDIA,text,SDTM Terminology,10/6/2014,,,,,character
EGSTRESC,222,"VENTRICULAR TACHYCARDIA, MONOMORPHIC","VENTRICULAR TACHYCARDIA, MONOMORPHIC",text,SDTM Terminology,10/6/2014,,,,,character
EGSTRESC,223,"VENTRICULAR TACHYCARDIA, POLYMORPHIC","VENTRICULAR TACHYCARDIA, POLYMORPHIC",text,SDTM Terminology,10/6/2014,,,,,character
EGSTRESC,224,VENTRICULAR TRIGEMINY,VENTRICULAR TRIGEMINY,text,SDTM Terminology,10/6/2014,,,,,character
EGSTRESC,225,"VOLTAGE CRITERIA SUGGESTING LEFT VENTRICULAR HYPERTROPHY, WITHOUT SECONDARY ECG FINDINGS","VOLTAGE CRITERIA SUGGESTING LEFT VENTRICULAR HYPERTROPHY, WITHOUT SECONDARY ECG FINDINGS",text,SDTM Terminology,10/6/2014,,,,,character
EGSTRESC,226,WANDERING ATRIAL PACEMAKER,WANDERING ATRIAL PACEMAKER,text,SDTM Terminology,10/6/2014,,,,,character
EGSTRESC,227,WIDE QRS TACHYCARDIA,WIDE QRS TACHYCARDIA,text,SDTM Terminology,10/6/2014,,,,,character
EGSTRESC,228,WOLFF-PARKINSON-WHITE SYNDROME,WOLFF-PARKINSON-WHITE SYNDROME,text,SDTM Terminology,10/6/2014,,,,,character
EGTEST,1,Acute Myocardial Ischemia ECG Change,Acute Myocardial Ischemia ECG Change,text,SDTM Terminology,10/6/2014,,,,,character
EGTEST,2,Atrioventricular Conduction,Atrioventricular Conduction,text,SDTM Terminology,10/6/2014,,,,,character
EGTEST,3,Axis and Voltage,Axis and Voltage,text,SDTM Terminology,10/6/2014,,,,,character
EGTEST,4,Chamber Hypertrophy or Enlargement,Chamber Hypertrophy or Enlargement,text,SDTM Terminology,10/6/2014,,,,,character
EGTEST,5,Comparison to a Prior ECG,Comparison to a Prior ECG,text,SDTM Terminology,10/6/2014,,,,,character
EGTEST,6,ECG Maximum Atrial Rate,ECG Maximum Atrial Rate,text,SDTM Terminology,10/6/2014,,,,,character
EGTEST,7,ECG Maximum Heart Rate,ECG Maximum Heart Rate,text,SDTM Terminology,10/6/2014,,,,,character
EGTEST,8,ECG Maximum Ventricular Rate,ECG Maximum Ventricular Rate,text,SDTM Terminology,10/6/2014,,,,,character
EGTEST,9,ECG Mean Atrial Rate,ECG Mean Atrial Rate,text,SDTM Terminology,10/6/2014,,,,,character
EGTEST,10,ECG Mean Heart Rate,ECG Mean Heart Rate,text,SDTM Terminology,10/6/2014,,,,,character
EGTEST,11,ECG Mean Ventricular Rate,ECG Mean Ventricular Rate,text,SDTM Terminology,10/6/2014,,,,,character
EGTEST,12,ECG Median Atrial Rate,ECG Median Atrial Rate,text,SDTM Terminology,10/6/2014,,,,,character
EGTEST,13,ECG Median Heart Rate,ECG Median Heart Rate,text,SDTM Terminology,10/6/2014,,,,,character
EGTEST,14,ECG Median Ventricular Rate,ECG Median Ventricular Rate,text,SDTM Terminology,10/6/2014,,,,,character
EGTEST,15,ECG Minimum Atrial Rate,ECG Minimum Atrial Rate,text,SDTM Terminology,10/6/2014,,,,,character
EGTEST,16,ECG Minimum Heart Rate,ECG Minimum Heart Rate,text,SDTM Terminology,10/6/2014,,,,,character
EGTEST,17,ECG Minimum Ventricular Rate,ECG Minimum Ventricular Rate,text,SDTM Terminology,10/6/2014,,,,,character
EGTEST,18,INTERPRETATION,Interpretation,text,SDTM Terminology,10/6/2014,,,,,character
EGTEST,19,Intraventricular-Intraatrial Conduction,Intraventricular-Intraatrial Conduction,text,SDTM Terminology,10/6/2014,,,,,character
EGTEST,20,"J-Tpeak Interval, Aggregate","J-Tpeak Interval, Aggregate",text,SDTM Terminology,10/6/2014,,,,,character
EGTEST,21,"J-Tpeak Interval, Single Beat","J-Tpeak Interval, Single Beat",text,SDTM Terminology,10/6/2014,,,,,character
EGTEST,22,"JT Interval, Aggregate","JT Interval, Aggregate",text,SDTM Terminology,10/6/2014,,,,,character
EGTEST,23,"JT Interval, Single Beat","JT Interval, Single Beat",text,SDTM Terminology,10/6/2014,,,,,character
EGTEST,24,"JTcB Interval, Aggregate","JTcB Interval, Aggregate",text,SDTM Terminology,10/6/2014,,,,,character
EGTEST,25,"JTcB Interval, Single Beat","JTcB Interval, Single Beat",text,SDTM Terminology,10/6/2014,,,,,character
EGTEST,26,"JTcF Interval, Aggregate","JTcF Interval, Aggregate",text,SDTM Terminology,10/6/2014,,,,,character
EGTEST,27,"JTcF Interval, Single Beat","JTcF Interval, Single Beat",text,SDTM Terminology,10/6/2014,,,,,character
EGTEST,28,Myocardial Infarction,Myocardial Infarction,text,SDTM Terminology,10/6/2014,,,,,character
EGTEST,29,New Q Wave,New Q Wave,text,SDTM Terminology,10/6/2014,,,,,character
EGTEST,30,"P Wave Amplitude, Aggregate","P Wave Amplitude, Aggregate",text,SDTM Terminology,10/6/2014,,,,,character
EGTEST,31,"P Wave Amplitude, Single Beat","P Wave Amplitude, Single Beat",text,SDTM Terminology,10/6/2014,,,,,character
EGTEST,32,P Wave Axis,P Wave Axis,text,SDTM Terminology,10/6/2014,,,,,character
EGTEST,33,"P Wave Duration, Aggregate","P Wave Duration, Aggregate",text,SDTM Terminology,10/6/2014,,,,,character
EGTEST,34,"P Wave Duration, Single Beat","P Wave Duration, Single Beat",text,SDTM Terminology,10/6/2014,,,,,character
EGTEST,35,Pacemaker,Pacemaker,text,SDTM Terminology,10/6/2014,,,,,character
EGTEST,36,"PP Interval, Aggregate","PP Interval, Aggregate",text,SDTM Terminology,10/6/2014,,,,,character
EGTEST,37,"PP Interval, Single Measurement","PP Interval, Single Measurement",text,SDTM Terminology,10/6/2014,,,,,character
EGTEST,38,"PR Interval, Aggregate","PR Interval, Aggregate",text,SDTM Terminology,10/6/2014,,,,,character
EGTEST,39,"PR Interval, Single Beat","PR Interval, Single Beat",text,SDTM Terminology,10/6/2014,,,,,character
EGTEST,40,"Q Wave Amplitude, Aggregate","Q Wave Amplitude, Aggregate",text,SDTM Terminology,10/6/2014,,,,,character
EGTEST,41,"Q Wave Amplitude, Single Beat","Q Wave Amplitude, Single Beat",text,SDTM Terminology,10/6/2014,,,,,character
EGTEST,42,QRS Axis,QRS Axis,text,SDTM Terminology,10/6/2014,,,,,character
EGTEST,43,"QRS Duration, Aggregate","QRS Duration, Aggregate",text,SDTM Terminology,10/6/2014,,,,,character
EGTEST,44,"QRS Duration, Single Beat","QRS Duration, Single Beat",text,SDTM Terminology,10/6/2014,,,,,character
